CustomerID,PC1,PC2,PC3,PC4,cluster
12346.0,-1.979461503715161,-1.6293464275645846,-1.9292710435470861,0.5951798575326788,0
12347.0,2.037460211364816,2.0707530809565275,0.8217222708487542,0.16780816585140634,1
12348.0,-0.5929977772109959,-0.003706048639220808,1.4480278006067453,0.6875772454541712,0
12349.0,0.3873589232164803,3.7520231223278318,0.3026287227811347,2.0054376570321604,1
12350.0,-2.223625437778761,0.12819834196793753,-1.3707020477391787,0.732407154818223,0
12352.0,0.8571748382443528,-0.48825931329293504,0.36120384627511154,-0.6391959250155617,1
12353.0,-2.1793314427580563,-0.433556515803051,-0.8081982319388594,-0.18039805104508705,0
12354.0,-0.6010579021867166,2.5908324439873707,-0.9037412419237176,2.0607014896709734,0
12355.0,-1.6276506891358813,0.6590925119812088,-0.8345727035991801,0.7144581297039129,0
12356.0,1.0847733563557838,2.101446857794914,1.0100127009164876,1.0419314044841512,1
12358.0,-0.9591017504904903,0.2549135135561155,1.606438594363242,0.5471942223759373,0
12359.0,4.270239068653569,2.878136193656469,0.1324037516843704,1.36952288514469,2
12360.0,0.5171995624205878,2.1347769429302157,0.28805442437449086,0.5210615075928904,1
12361.0,-2.3805517493101163,-0.23598427144251838,-1.2506686982047328,0.38204121347308684,0
12362.0,4.816034298897936,0.41791560841665615,-0.04903067473721793,-0.4855271560400405,2
12363.0,-1.4248578901351234,-0.11300694042180376,0.5460119945795683,0.2206146099744051,0
12364.0,0.1697622169449266,0.661995884972289,0.48934857742021076,-0.7973872204851234,1
12365.0,-1.8708614844075393,0.2987559650361776,-1.2804975800911589,0.6483724195504458,0
12367.0,-1.5046464207282373,-0.15193759882649197,0.28600002659675494,-0.9349128475159941,0
12370.0,2.1715007941378466,2.9101329840236554,0.3948727053910874,0.5668761168739247,1
12371.0,0.10046652459512331,3.8340483690856404,0.10397218633300999,2.4459228179166606,1
12372.0,-0.8198882743472411,0.4264743676601435,0.6264297520277992,0.2600558240722331,0
12373.0,-2.139304108649757,0.2196121258069531,-1.3744289071805993,0.8173155799485772,0
12374.0,-0.6552825103004094,1.3113865445166912,0.19389904583092285,0.16524904011756217,0
12375.0,-0.5851948398580799,-1.2392974000366637,0.789200009033682,-0.21496457280364326,0
12377.0,-0.8611087608100018,1.8094213612744017,-1.2650057079567338,1.7449132728142134,0
12379.0,-0.2668681373924752,-0.48743053231376476,-0.17251780416724807,0.04558769439916398,0
12380.0,1.3719646654667699,0.7770253765348856,0.22261421687476424,0.12200241470969553,1
12381.0,1.1101474294431577,0.320142224081527,0.16513585680223802,-0.3676395591081407,1
12383.0,0.7699851663677656,0.06373696384159909,-0.6829856086477242,0.11636141060564031,1
12384.0,-0.127164815740149,-0.8828948630493736,0.2289183378040448,-0.4221600091632762,0
12386.0,-1.9832606782848008,-0.2549916349518165,-1.087104593265296,0.8468320991877363,0
12388.0,1.0767801778876886,1.1935982719213634,0.8178301647681985,-0.014332199321962514,1
12390.0,-0.9678352983794068,0.9507794261058802,-0.11205106087676088,0.1170616962589788,0
12391.0,-0.390312483773052,1.0822024844370115,0.14618502337718825,-0.6611505202255812,1
12393.0,-0.0817660309608361,0.6663059734384792,0.5531696679087571,0.10813614283198264,1
12394.0,-0.6069896142226053,0.761087964704926,0.8724727966243597,0.6843975308936368,0
12395.0,3.532453759393207,-0.9950669318212412,0.07129672223003729,-0.5058332948020251,2
12397.0,0.7675490620698605,3.0919587922437666,0.3226525058528469,1.1866130118007383,1
12398.0,0.21140865717122015,3.687496235643498,0.15180339636875684,2.0248094219351036,1
12399.0,-0.5058591264571807,0.2665487257636044,0.06264689432288208,-0.19176584752207185,0
12401.0,-2.444503180311677,-0.5191416979548543,-1.352867578034989,0.19734755820459166,0
12402.0,-2.4505641154072553,-0.188761717089252,-1.4458251751564377,0.584659187349902,0
12403.0,-1.569257314907638,0.4230891917383864,0.08031286659465751,-0.07946427334482538,0
12405.0,-0.11275338336976892,3.4486081300413196,-0.4036088341056452,2.5047237656010064,1
12406.0,1.9147341708437375,2.4928986447665213,0.1726221982206423,1.7172707681446313,1
12407.0,0.6816377309508719,0.663193524157286,0.5022402476083536,-0.4752256915084054,1
12408.0,2.684696464802152,-0.6210468042544058,-0.2561582131167003,0.20209241616208162,2
12410.0,-1.0959659946117375,-0.782979473663768,-1.6562562417464375,0.6921819476527146,0
12412.0,-0.5281316643403072,0.6485447888867483,0.18791484039013717,-0.0872682485245938,0
12413.0,-0.14327022623395005,-0.9622737102044809,0.6389465756168973,0.08897897413555332,0
12414.0,-1.471859371577264,-0.5138093447673437,0.027331461536850152,0.3892896774850199,0
12417.0,3.949313107124804,-0.295420268355471,-0.03505759796799405,-0.6183167078419949,2
